"customer_id","experiment_group","name","signup_date","age","country","total_order","total_transaction","aov"
3357,B,Kyle Palmer,"2021-07-22",47,BR,1,96.62,96.62
3362,A,Carrie Sanchez,"2023-10-19",41,FR,1,72.1,72.1
3365,B,Amber Anderson,"2023-07-18",65,BR,2,34.41,17.21
3366,A,Jennifer Underwood,"2022-08-28",20,MX,1,78.51,78.51
3368,A,Jennifer Mendez,"2022-10-30",45,US,2,226.06,113.03
3371,B,Alejandra Fischer,"2023-12-31",28,PL,3,69.35,23.12
3382,A,James Lewis,"2024-04-28",44,SE,1,115.69,115.69
3383,B,Katie Hebert,"2024-07-11",38,SE,5,630.11,126.02
3385,B,Jimmy Nichols,"2024-07-16",55,CA,1,68.5,68.5
3391,B,Carlos Goodman,"2023-07-22",54,AU,1,31.59,31.59
3393,B,Joseph Tyler,"2023-02-12",70,US,1,72.39,72.39
3394,A,Charles Gomez,"2024-10-06",71,PL,3,367.01,122.34
3395,B,Carla Mack,"2023-05-02",62,ES,2,227.86,113.93
3396,A,Sherri Liu,"2022-05-13",45,BR,2,268.17,134.08
3402,A,Mark Gibson,"2022-11-17",43,CA,1,100.88,100.88
3405,B,Matthew Yates,"2020-06-18",22,US,3,308.43,102.81
3411,B,Douglas Mccormick,"2025-06-24",34,AU,4,1131.67,282.92
3413,B,Jesse Taylor,"2022-01-28",47,IN,2,297.01,148.51
3414,A,Catherine Meyers,"2021-10-20",20,MX,2,122.23,61.12
3416,A,Donna Richardson,"2025-01-17",44,SE,1,89.9,89.9
3419,B,Terry Coffey,"2021-05-20",74,US,1,115.56,115.56
3423,B,Hailey Watts,"2021-11-26",57,JP,3,612.9,204.3
3429,B,Michael Gomez,"2022-01-30",37,US,2,197.51,98.76
3434,A,Samantha Holmes,"2021-07-15",26,JP,1,12.32,12.32
3439,B,Robert Proctor,"2023-04-18",23,US,1,370.84,370.84
3441,B,Michael Ramos,"2025-05-29",26,GB,2,465.66,232.83
3446,A,Sean Schwartz,"2024-02-04",27,IN,1,282.37,282.37
3448,A,Brian Diaz,"2020-01-23",46,JP,1,292.35,292.35
3450,A,Donna Rosario,"2021-05-30",25,SG,1,104.54,104.54
3454,A,Matthew Lopez,"2023-05-22",25,DE,1,79.84,79.84
3456,A,Jordan Cervantes,"2024-05-18",42,FR,2,348.7,174.35
3458,A,Mary Wells,"2024-05-15",34,SG,2,392.84,196.42
3463,B,Todd Jones,"2024-10-01",22,AU,2,49.15,24.58
3465,B,Jonathan Johnson,"2023-03-01",42,JP,1,52.91,52.91
3467,B,Deborah Steele MD,"2023-12-12",68,MX,1,119.55,119.55
3475,B,Madison Pacheco,"2023-05-17",19,AE,1,52.8,52.8
3482,A,John Briggs,"2023-11-24",52,BR,2,178.41,89.2
3485,B,Jesse Gould,"2022-08-09",50,SE,1,43.88,43.88
3490,A,Christina Vasquez,"2022-03-02",27,JP,1,176.03,176.03
3491,B,Daniel Page,"2025-07-26",25,NL,1,144.15,144.15
3496,A,Stephanie Sanchez,"2021-10-19",69,US,1,35.84,35.84
3500,A,Ashley Gallagher,"2024-03-05",35,ZA,2,93.31,46.66
3503,B,Kristina Sanders,"2020-03-20",67,AE,1,81.1,81.1
3508,A,Ashley Brown,"2020-06-09",64,DE,1,73.34,73.34
3509,B,Wanda White,"2022-08-04",28,SE,1,11.13,11.13
3511,B,Andrea Snyder,"2021-07-22",45,IN,2,278.44,139.22
3512,A,Brenda Gamble,"2023-03-17",72,AU,2,235.39,117.69
3521,B,Kelly Good,"2021-06-26",35,US,1,156.8,156.8
3526,A,Leslie Mills,"2025-01-04",63,CA,1,111.21,111.21
3540,A,Michael Kaufman,"2023-05-13",53,IN,1,44.44,44.44
3545,B,Mr. Jeremy Fisher,"2024-05-21",36,US,2,477.86,238.93
3546,A,Chad Larson,"2025-07-29",74,SG,2,269.47,134.74
3548,A,Jennifer Brown,"2025-07-08",29,ZA,1,90.07,90.07
3554,A,Crystal Grant,"2021-12-12",66,BR,2,134.59,67.3
3555,B,Kyle Doyle,"2024-11-07",31,SG,2,131.68,65.84
3563,B,Jordan Jordan,"2022-11-30",59,PL,2,204.7,102.35
3567,B,Kimberly Hopkins,"2024-12-09",40,US,1,21.63,21.63
3569,B,Brittany Rodriguez,"2021-06-25",49,AU,2,128.04,64.02
3570,A,Debra Nelson,"2020-05-08",75,DE,1,91.97,91.97
3573,B,Joseph Stevens,"2020-06-25",62,IN,1,87.31,87.31
3574,A,Victoria Rodriguez,"2024-05-17",25,BR,2,160.05,80.02
3576,A,Courtney Murphy DDS,"2023-06-20",73,ZA,2,127.44,63.72
3577,B,Mr. Nicholas Jackson,"2020-06-07",68,NL,1,69.54,69.54
3578,A,Alice Torres,"2020-03-23",65,IN,2,650.53,325.26
3586,A,Gregory Moore,"2020-02-05",56,MX,1,494.81,494.81
3594,A,Michael Chapman,"2025-08-25",61,PL,1,57.02,57.02
3595,B,Deborah Horn,"2022-10-19",57,JP,1,132.78,132.78
3597,B,Cynthia Jimenez,"2024-01-12",49,US,2,120.26,60.13
3599,B,Bryan Kennedy,"2021-06-22",67,US,1,87.77,87.77
3600,A,Teresa Randall,"2022-10-03",49,DE,2,345.97,172.98
3604,A,Denise Rodriguez,"2024-11-23",29,GB,1,167.51,167.51
3607,B,Casey Brooks,"2021-06-03",34,GB,1,148.57,148.57
3608,A,Brooke Hall,"2024-08-10",58,MX,1,70.67,70.67
3621,B,Ashley Chavez,"2020-08-19",18,AU,2,51.26,25.63
3624,A,Nicole Ortiz,"2025-10-10",60,MX,2,76.41,38.2
3625,B,Virginia Mann,"2024-02-03",62,ZA,2,136.78,68.39
3634,A,Joseph Gonzalez,"2025-08-30",31,JP,2,293.93,146.96
3642,A,Amanda Dominguez,"2022-04-10",65,US,2,163.3,81.65
3643,B,Mark Blackwell DDS,"2024-04-21",65,US,1,77.85,77.85
3645,B,Timothy Hill,"2025-03-23",43,DE,2,289.74,144.87
3648,A,Ian Johnson,"2020-08-02",20,US,3,441.94,147.31
3650,A,John Ortiz,"2024-04-10",52,BR,1,146.72,146.72
3651,B,Andrew Mercado,"2025-06-04",68,JP,1,470.4,470.4
3652,A,Micheal Shields,"2022-09-23",19,MX,2,318.77,159.38
3653,B,Damon Edwards,"2023-05-16",18,FR,1,96.96,96.96
3658,A,Samantha Thornton,"2023-10-03",73,MX,1,18.19,18.19
3659,B,Wesley Allen,"2020-08-24",40,MX,1,155.97,155.97
3663,B,Luis Nicholson,"2025-09-12",71,SG,3,255.63,85.21
3665,B,Tyler Cooper,"2022-05-03",34,MX,2,183.51,91.76
3666,A,Tammy Pacheco,"2022-09-05",49,CA,2,124.67,62.34
3669,B,Dr. Ricky Carter,"2025-02-05",64,BR,2,238.24,119.12
3672,A,Dana Stewart,"2022-04-03",36,PL,1,147.54,147.54
3673,B,Seth Todd,"2021-12-20",53,MX,1,142.74,142.74
3676,A,Elaine Garza,"2024-06-24",41,FR,1,125.6,125.6
3677,B,Adam Carr,"2023-03-12",65,GB,2,276.17,138.09
3680,A,Michael Patton,"2022-03-04",37,US,3,336.75,112.25
3683,B,Charles Phillips,"2022-12-16",38,US,1,25.1,25.1
3688,A,Lisa Brady,"2020-04-15",31,FR,1,18.25,18.25
3689,B,Eric Vega,"2022-11-18",60,US,1,75.95,75.95
3690,A,Joshua Poole,"2023-01-02",38,GB,2,577.43,288.72
3691,B,Timothy Cook,"2025-04-10",59,US,1,97.35,97.35
3699,B,Joseph Harrison,"2020-06-19",19,BR,1,59.33,59.33
3706,A,Jesse Aguirre,"2025-09-27",34,US,2,117.54,58.77
3708,A,Chelsea Nguyen,"2024-05-02",64,ES,1,711.05,711.05
3720,A,James Green,"2023-11-27",26,IN,1,48.7,48.7
3721,B,Stephanie Garcia,"2022-07-30",69,AU,1,97.25,97.25
3722,A,Dan Sanchez,"2022-12-03",43,JP,2,55.35,27.67
3723,B,Laura Lozano,"2025-04-01",51,GB,1,75.8,75.8
3732,A,Nathan Goodwin,"2023-04-03",63,CA,2,221.44,110.72
3733,B,Mr. Timothy Arroyo DDS,"2021-01-02",30,CA,3,439.78,146.59
3735,B,Julia Landry,"2020-11-02",51,AE,4,337.48,84.37
3736,A,Melinda Jackson,"2021-07-22",28,ES,2,60.77,30.39
3738,A,Stephanie Dennis,"2024-03-22",41,NL,3,227.11,75.7
3741,B,Jessica Thomas,"2022-03-20",42,US,1,472.93,472.93
3744,A,Dennis Wolf,"2021-01-28",52,SE,2,113.31,56.66
3745,B,Adam Dominguez,"2025-03-11",63,JP,2,165.98,82.99
3749,B,Kylie Roberts,"2023-03-15",36,CA,2,122.91,61.46
3750,A,Paul Barrera,"2022-01-10",33,BR,5,225.95,45.19
3754,A,Michael Parker,"2023-07-16",47,US,1,386.68,386.68
3757,B,Paul Burgess,"2020-02-07",37,BR,1,187.1,187.1
3763,B,Jason Ochoa,"2024-05-22",34,BR,3,388.8,129.6
3767,B,Larry Taylor,"2021-05-29",47,DE,2,89.21,44.61
3769,B,Damon Johnson,"2022-11-19",25,US,4,1832.66,458.16
3774,A,Kathy Martinez,"2023-10-04",19,US,1,66.63,66.63
3775,B,Jenny Lewis,"2025-05-16",29,ES,1,40.69,40.69
3777,B,Sarah Richards,"2023-07-18",65,CA,2,757.4,378.7
3782,A,Cassie White,"2025-01-14",33,DE,1,13.68,13.68
3783,B,Robert Perkins,"2025-09-05",61,US,4,453.86,113.46
3784,A,James Fernandez,"2021-07-20",43,SE,1,276.29,276.29
3787,B,David Smith,"2021-07-22",64,DE,1,390.04,390.04
3793,B,Kimberly Moreno,"2021-07-20",61,MX,3,229.26,76.42
3795,B,Victor Bates,"2021-01-11",73,IN,1,133.95,133.95
3796,A,Anthony Norton,"2023-01-08",40,DE,1,28.21,28.21
3797,B,Bethany Young,"2020-07-09",73,GB,2,89.79,44.9
3800,A,Rachel Mendoza,"2022-01-16",37,SG,1,370.82,370.82
3801,B,Ashley Cole,"2024-09-30",50,MX,1,13.8,13.8
3811,B,Jason Schultz,"2025-09-22",59,GB,1,222.51,222.51
3812,A,Kevin Stevens,"2021-10-18",67,ZA,1,54.87,54.87
3813,B,Gabriel Love,"2025-03-10",43,GB,1,47.58,47.58
3814,A,William Mitchell PhD,"2021-01-18",64,GB,4,468.15,117.04
3818,A,Chelsea Schwartz,"2025-10-26",67,CA,1,41.97,41.97
3821,B,Kevin Calderon,"2024-06-29",45,MX,3,443.13,147.71
3822,A,Raymond Brown,"2020-05-15",42,FR,1,156.05,156.05
3824,A,Joshua Young,"2021-01-17",69,IN,1,123.51,123.51
3826,A,Elizabeth Pham,"2021-05-26",67,FR,1,20.17,20.17
3827,B,George Mcclure,"2020-12-20",71,CA,1,10.62,10.62
3829,B,Jennifer Robinson,"2023-02-18",60,JP,2,419.49,209.74
3830,A,Joel Anthony,"2023-07-10",73,BR,1,175.29,175.29
3831,B,James Glover,"2024-07-13",32,US,1,85.54,85.54
3834,A,Charles West,"2022-02-06",30,US,2,466.37,233.19
3836,A,John Anderson,"2023-11-04",47,BR,1,181.8,181.8
3839,B,Bobby Massey,"2022-04-10",29,BR,2,495.34,247.67
3845,B,Alexis Johnson,"2025-06-10",45,ES,1,675.89,675.89
3847,B,Anna Smith,"2023-12-17",66,FR,1,104.04,104.04
3855,B,Jessica Bowers,"2021-02-03",63,US,3,305.86,101.95
3856,A,Michael Rose,"2023-09-04",38,SG,1,135.04,135.04
3858,A,Deanna Howe,"2022-03-31",54,SE,1,189.92,189.92
3862,A,Pamela Logan,"2023-05-23",47,SG,1,176.11,176.11
3868,A,Dennis Saunders,"2025-09-13",67,DE,3,288.38,96.13
3869,B,Jeffrey Estes,"2024-03-03",46,ES,1,296.68,296.68
3871,B,Austin Bryant,"2023-11-05",28,SE,2,766.48,383.24
3872,A,Andrew Turner,"2024-08-15",65,US,1,187.56,187.56
3877,B,John Fleming,"2024-04-09",63,GB,1,150.65,150.65
3887,B,Anna Shaw,"2021-02-01",29,US,1,139.25,139.25
3888,A,Mark Morgan,"2024-01-25",62,DE,1,186.84,186.84
3892,A,Anthony Peck,"2023-05-23",21,FR,1,269.6,269.6
3896,A,Matthew Robinson,"2020-06-28",75,US,2,107.71,53.85
3899,B,Kenneth Lopez,"2022-04-11",35,GB,1,252.15,252.15
3907,B,Dawn Stone,"2024-10-25",54,FR,1,57.14,57.14
3909,B,Andre Moore,"2025-08-19",69,AE,1,196.17,196.17
3910,A,Kimberly Davis,"2020-05-19",30,JP,1,63.62,63.62
3912,A,Eric Robinson,"2025-10-29",22,SE,2,479.93,239.97
3914,A,Linda Salinas,"2021-06-14",19,GB,2,120.48,60.24
3923,B,Jose Smith,"2022-08-24",70,GB,2,557.88,278.94
3928,A,Jennifer West,"2023-05-26",41,FR,1,80.18,80.18
3931,B,Amanda Flores,"2024-11-13",30,AU,2,141.24,70.62
3939,B,Jacob Brown,"2024-05-22",69,IN,1,173.34,173.34
3946,A,Rachel Mathis,"2023-01-04",45,GB,1,233.18,233.18
3947,B,Dr. Michael Smith,"2022-11-27",22,IN,2,111.68,55.84
3951,B,Lisa Berg,"2020-10-28",24,CA,2,801.79,400.9
3953,B,Nathan Richardson,"2021-10-16",71,IN,2,221.95,110.97
3956,A,Christina Mcclain,"2024-07-04",71,MX,1,53.09,53.09
3962,A,Alexandra Cobb,"2022-08-03",52,BR,1,98.28,98.28
3963,B,Richard Clarke,"2022-08-15",29,US,1,32.47,32.47
3968,A,Rebecca Bright,"2022-11-09",37,JP,2,117.81,58.9
3971,B,Sarah Dickerson DDS,"2024-06-01",63,JP,1,44.22,44.22
3973,B,Dalton Ford,"2023-01-22",56,SG,1,81.41,81.41
3976,A,Rebecca Norman,"2024-10-05",57,JP,1,76.45,76.45
3977,B,Joe Byrd,"2024-03-27",59,DE,2,137.3,68.65
3981,B,Dennis Martin,"2021-03-08",39,CA,1,68.89,68.89
3982,A,Jennifer Sharp,"2020-06-03",28,GB,2,65.07,32.54
3983,B,Bonnie Mckenzie,"2025-10-18",49,US,1,12.76,12.76
3988,A,Connor Arellano,"2022-10-03",45,ES,1,45.88,45.88
3989,B,Anna Jackson,"2023-10-31",29,AE,2,362.94,181.47
3990,A,John Welch,"2025-01-21",64,US,2,129.18,64.59
3998,A,Jacob Williams,"2020-11-16",62,US,2,463.44,231.72
4001,B,Tina Gardner,"2021-07-10",26,NL,1,777.59,777.59
4004,A,Phillip Davis,"2025-05-29",57,IN,3,353.68,117.89
4006,A,Sonia Evans,"2025-08-04",43,MX,1,214.92,214.92
4009,B,Jason Malone,"2023-12-07",55,US,1,140.59,140.59
4011,B,Ryan Riley,"2022-11-12",66,MX,1,253.76,253.76
4015,B,Aaron Mitchell,"2025-06-01",33,SG,2,236.88,118.44
4024,A,Marisa Hogan,"2021-01-04",48,US,3,360.57,120.19
4026,A,Charles Cortez MD,"2025-04-27",53,ES,2,136.48,68.24
4027,B,Lorraine Gonzalez,"2022-06-10",34,CA,1,169.64,169.64
4028,A,Nicholas Lee,"2022-02-05",43,GB,1,30.27,30.27
4032,A,Lawrence Lee,"2021-01-06",57,CA,2,600.57,300.28
4035,B,Robert Edwards,"2020-08-21",24,DE,1,62.75,62.75
4037,B,Bradley Velasquez,"2024-09-16",42,SE,1,102.3,102.3
4042,A,Matthew Harris,"2023-01-22",75,SE,2,224.0,112.0
4045,B,Paige Newton,"2021-10-22",44,US,1,357.04,357.04
4046,A,Christopher Williams,"2025-01-14",74,US,1,94.79,94.79
4052,A,Roger Lee,"2020-06-23",20,IN,2,137.7,68.85
4054,A,Jennifer Reyes,"2024-04-11",41,US,1,206.19,206.19
4055,B,Eric Anderson,"2024-09-30",28,DE,2,228.33,114.17
4058,A,Eric James,"2020-01-07",24,MX,1,168.82,168.82
4059,B,Susan Bates,"2024-07-01",30,BR,1,143.25,143.25
4062,A,Hailey Williams,"2020-05-23",39,DE,1,216.05,216.05
4070,A,Angel Francis,"2024-03-23",52,ZA,1,186.41,186.41
4072,A,Larry Wilson,"2021-10-09",55,JP,2,217.52,108.76
4073,B,Martha Martinez,"2021-04-04",49,IN,2,412.56,206.28
4074,A,Victoria Lee,"2023-09-01",66,US,2,174.54,87.27
4079,B,James Smith,"2024-12-30",40,IN,3,599.91,199.97
4085,B,Lauren Davis,"2021-04-05",52,GB,2,300.83,150.41
4089,B,Michael Martinez,"2020-09-22",62,ZA,1,187.92,187.92
4100,A,Mathew Larson,"2024-11-06",22,IN,1,332.09,332.09
4106,A,Tina Oneill,"2023-07-28",65,JP,2,171.15,85.57
4107,B,Angela Oneill,"2020-10-20",55,ES,1,46.58,46.58
4109,B,Cody Johnson,"2020-12-27",44,US,3,180.03,60.01
4112,A,Blake Murray,"2022-11-19",22,FR,1,109.46,109.46
4113,B,Jennifer Henson,"2025-03-26",47,US,1,61.49,61.49
4121,B,Tracy Medina,"2024-10-08",20,PL,1,38.74,38.74
4122,A,Tracy Lopez,"2024-08-05",75,MX,1,313.06,313.06
4124,A,Amanda Meyer,"2024-07-14",23,FR,2,118.7,59.35
4125,B,Tracy Zuniga,"2021-12-21",67,IN,1,24.77,24.77
4133,B,Patrick Kennedy,"2022-04-11",32,DE,2,95.62,47.81
4135,B,Crystal Molina,"2024-01-29",62,IN,2,621.12,310.56
4137,B,Timothy Sparks,"2022-08-01",67,SE,2,395.59,197.79
4143,B,Tina Smith,"2025-02-13",52,PL,2,106.32,53.16
4146,A,James Allen,"2021-05-25",48,ES,1,1101.3,1101.3
4147,B,Teresa Welch,"2025-08-25",64,MX,2,201.39,100.69
4150,A,Zachary Gordon,"2024-07-02",25,FR,2,241.82,120.91
4151,B,Michael Griffith,"2021-02-24",29,AE,1,43.08,43.08
4152,A,Brittany Nguyen,"2025-04-05",68,SG,2,147.17,73.58
4153,B,Deborah Molina,"2023-10-20",28,GB,1,33.32,33.32
4154,A,Barry Howe,"2024-09-01",59,US,1,93.26,93.26
4157,B,Desiree Leonard DVM,"2025-05-09",57,US,1,27.89,27.89
4158,A,Robin Kennedy,"2022-07-07",59,GB,3,202.57,67.52
4162,A,Maria Cruz,"2023-02-09",45,AE,2,363.37,181.68
4165,B,Joyce West,"2023-11-11",70,US,2,12.85,6.43
4166,A,Bryan Castro,"2024-09-02",73,FR,2,189.11,94.56
4167,B,Karen Bailey,"2025-09-22",31,NL,3,890.7,296.9
4170,A,Angela Gordon,"2025-09-07",29,MX,2,100.02,50.01
4171,B,Benjamin George,"2025-04-09",43,GB,3,100.42,33.47
4175,B,John Parker,"2020-02-04",32,GB,2,76.28,38.14
4176,A,Adam Evans,"2023-03-03",23,US,1,55.18,55.18
4183,B,Michele Martin,"2023-05-28",36,FR,1,99.09,99.09
4185,B,Jennifer Bailey,"2022-06-29",30,IN,2,104.91,52.46
4192,A,Cheryl Manning,"2023-02-15",62,JP,1,107.35,107.35
4193,B,Laura Gonzales,"2025-03-06",31,FR,1,226.14,226.14
4196,A,Jessica Parks,"2024-03-30",36,JP,1,27.47,27.47
4199,B,Brittney Hughes,"2020-09-22",41,US,1,87.59,87.59
4203,B,Tommy Martinez,"2022-12-28",25,GB,2,230.32,115.16
4204,A,Joseph Moore,"2024-04-03",71,PL,3,465.51,155.17
4205,B,Christina Sandoval,"2024-01-28",48,IN,1,465.02,465.02
4213,B,Samuel Rodriguez,"2024-01-14",41,DE,3,405.24,135.08
4226,A,Brandon Powell,"2025-05-19",33,DE,1,19.35,19.35
4234,A,Jasmine Johnson,"2023-01-05",48,PL,2,140.48,70.24
4238,A,Sandra Rowe,"2024-08-25",38,US,1,10.04,10.04
4243,B,Kimberly Vang,"2023-05-14",44,CA,2,170.79,85.4
4248,A,Jonathan Spencer,"2021-12-16",26,JP,1,680.81,680.81
4250,A,Barry Weber,"2021-11-25",46,PL,2,91.34,45.67
4254,A,Michael Carlson,"2020-03-02",19,US,1,15.67,15.67
4255,B,Marisa Watts,"2021-08-18",67,IN,2,89.69,44.84
4263,B,David Pierce,"2020-09-06",36,ES,1,28.05,28.05
4266,A,Matthew Le,"2024-09-03",63,US,2,195.68,97.84
4269,B,Andrew Avery,"2020-10-08",61,MX,3,398.73,132.91
4270,A,Matthew Anderson,"2022-01-22",61,DE,2,573.06,286.53
4272,A,Bryan Bishop,"2023-08-29",57,JP,1,58.31,58.31
4276,A,Mr. Luke Wilson,"2021-01-07",57,BR,1,215.69,215.69
4278,A,Zachary Morris,"2021-12-02",63,US,2,153.41,76.7
4285,B,Jimmy Walker,"2021-03-27",25,ZA,2,335.92,167.96
4288,A,Brian Dunn,"2024-07-20",61,SE,1,163.98,163.98
4291,B,Connie Cole,"2025-10-26",52,US,2,250.55,125.27
4295,B,John Sherman,"2025-01-22",20,CA,2,308.44,154.22
4296,A,James Hodge,"2020-02-10",65,DE,1,86.61,86.61
4315,B,Daniel Dixon,"2024-11-27",59,US,1,621.33,621.33
4320,A,Melissa Garza,"2021-03-18",57,ES,1,72.52,72.52
4326,A,Denise Lucas,"2020-08-06",60,AU,1,73.88,73.88
4331,B,Jessica Phillips,"2024-11-18",52,BR,1,110.04,110.04
4332,A,Amy Byrd,"2025-03-13",19,BR,1,809.42,809.42
4337,B,Jeremy Dalton,"2021-04-02",56,AU,2,141.74,70.87
4343,B,Gabrielle Anthony,"2021-11-28",51,FR,4,300.32,75.08
4347,B,Matthew Scott,"2022-10-18",35,SG,1,29.6,29.6
4354,A,Robert Schmidt,"2020-12-30",57,MX,5,746.52,149.3
4359,B,Lucas Thomas,"2020-02-23",25,DE,1,143.25,143.25
4364,A,William Carpenter,"2020-02-21",46,MX,3,223.9,74.63
4372,A,Penny Morris,"2025-10-16",41,PL,2,209.57,104.79
4373,B,Michael Shepherd,"2023-10-05",65,BR,2,188.67,94.34
4376,A,Jacqueline Goodwin,"2024-11-22",32,PL,2,257.54,128.77
4381,B,Amber Thompson,"2023-10-27",56,NL,2,196.86,98.43
4384,A,Cynthia Edwards,"2023-05-30",25,US,1,94.49,94.49
4386,A,Morgan Thompson,"2020-04-03",23,GB,2,293.48,146.74
4391,B,Julie Thomas,"2022-06-14",29,FR,1,297.92,297.92
4393,B,Shaun Smith,"2020-01-13",45,BR,1,193.13,193.13
4395,B,Yvonne Lyons,"2020-01-09",28,US,3,438.69,146.23
4404,A,Courtney Jones,"2025-02-12",42,CA,1,196.37,196.37
4407,B,Eric Ortiz,"2021-02-14",66,US,1,39.89,39.89
4410,A,Daniel Willis,"2025-06-08",33,AE,2,178.69,89.34
4412,A,Brittany Ford,"2024-07-11",39,FR,2,84.45,42.23
4413,B,William Howe,"2024-01-26",20,US,2,661.9,330.95
4417,B,Danielle Jensen,"2022-01-09",42,DE,2,120.03,60.01
4424,A,Melanie Mcgee,"2021-09-07",66,IN,3,261.85,87.28
4426,A,Dr. Timothy Martin,"2024-03-01",57,MX,1,26.1,26.1
4427,B,Gail Santos,"2024-12-20",25,DE,2,167.8,83.9
4436,A,Dr. Shannon Cohen DVM,"2024-10-22",37,BR,1,214.5,214.5
4437,B,Michael Nelson,"2025-09-08",39,SG,1,115.56,115.56
4440,A,Shelly Flores,"2022-05-31",28,SG,1,56.02,56.02
4442,A,Joseph Jarvis,"2020-11-24",36,ZA,1,195.82,195.82
4446,A,Lynn Goodman,"2022-03-31",73,US,3,370.08,123.36
4447,B,Melissa Alvarez,"2021-11-22",73,AU,1,73.61,73.61
4449,B,James Cervantes,"2025-09-18",23,FR,2,327.63,163.81
4452,A,Shannon Walsh,"2025-03-07",51,DE,2,241.09,120.55
4454,A,Jason Mann,"2022-04-28",63,GB,1,55.38,55.38
4456,A,Sara Nelson,"2025-03-08",46,US,1,149.22,149.22
4466,A,Brian Jackson,"2024-01-04",72,IN,1,91.63,91.63
4472,A,Brenda Holt,"2022-03-07",61,IN,1,695.45,695.45
4473,B,Virginia Baker,"2024-05-08",36,BR,1,273.09,273.09
4475,B,Abigail Nelson,"2025-01-13",75,US,1,152.75,152.75
4478,A,Ryan Huber,"2025-03-30",42,ES,3,444.96,148.32
4482,A,Jennifer Alvarado,"2022-07-14",72,US,2,212.19,106.09
4483,B,Stacy Thompson,"2023-10-17",67,IN,1,44.8,44.8
4486,A,Katherine Gardner,"2024-08-31",24,NL,1,84.25,84.25
4488,A,Travis Gibson,"2021-03-16",74,JP,2,288.43,144.21
4490,A,Nicole Robinson,"2025-06-19",18,GB,2,90.07,45.03
4493,B,Frank Ford,"2023-03-05",36,BR,4,360.84,90.21
4494,A,Corey Rivers,"2022-08-14",37,GB,1,103.08,103.08
4495,B,Mr. Carlos Buckley,"2023-01-01",66,SE,2,53.16,26.58
4496,A,Erin Patel,"2025-07-04",55,FR,1,31.32,31.32
4508,A,Christopher Randolph,"2024-09-23",55,CA,3,559.04,186.35
4511,B,Edward Lewis,"2024-08-22",22,AU,1,65.99,65.99
4515,B,Jesse Gordon,"2022-10-26",19,JP,2,828.91,414.46
4518,A,Shelby Byrd,"2024-08-11",50,JP,1,90.53,90.53
4521,B,Julie Summers,"2020-06-09",25,GB,1,42.06,42.06
4523,B,Nancy Graham,"2020-08-11",38,CA,1,39.06,39.06
4533,B,Mary Turner,"2020-10-24",26,FR,1,197.17,197.17
4535,B,Christopher Gillespie,"2024-06-14",21,GB,2,335.63,167.82
4538,A,Andrea Bennett,"2025-02-13",24,US,1,138.63,138.63
4540,A,Jill Sweeney,"2025-10-14",53,AE,2,109.01,54.5
4543,B,Tamara Lewis,"2024-03-30",55,US,1,82.01,82.01
4546,A,Hannah Ryan,"2024-01-30",66,JP,2,504.3,252.15
4547,B,Jill Perry,"2020-10-05",30,MX,1,296.62,296.62
4552,A,Victor Mitchell,"2021-12-31",60,IN,2,369.93,184.96
4553,B,Rachel Goodman,"2022-11-28",37,FR,1,149.56,149.56
4562,A,Monica Ruiz,"2020-05-02",34,BR,1,153.87,153.87
4565,B,Stephen Downs,"2025-02-01",62,FR,1,37.8,37.8
4567,B,Julia Sawyer,"2020-06-23",26,US,1,211.45,211.45
4568,A,Jason Edwards,"2020-08-10",51,US,1,306.14,306.14
4571,B,Joseph Allen,"2024-11-18",37,IN,1,60.0,60.0
4574,A,Justin Andrews,"2020-03-19",33,IN,1,109.94,109.94
4590,A,Haley Lambert,"2021-08-06",73,BR,1,14.08,14.08
4591,B,Crystal Anderson,"2024-11-01",71,US,1,45.78,45.78
4600,A,Tracy Payne,"2023-08-02",74,DE,2,209.83,104.92
4602,A,Amy Thornton,"2024-06-15",33,JP,1,45.87,45.87
4605,B,Jennifer White,"2021-04-01",35,GB,2,112.53,56.26
4609,B,Andrew Phillips,"2020-10-16",57,BR,2,97.3,48.65
4611,B,Julia Dudley,"2023-12-06",50,US,2,289.94,144.97
4612,A,Melanie Farmer,"2023-05-17",25,IN,2,335.68,167.84
4614,A,Wendy Miller,"2020-06-18",27,MX,2,291.4,145.7
4626,A,Beth Page,"2024-05-01",64,MX,1,179.51,179.51
4630,A,Brianna Davis,"2022-12-04",28,IN,1,612.54,612.54
4632,A,Daniel Chan,"2022-01-15",25,SG,1,293.09,293.09
4633,B,Teresa Rodriguez,"2020-07-06",70,BR,1,200.53,200.53
4634,A,Jasmine Lawrence,"2023-11-16",62,BR,1,61.54,61.54
4636,A,Troy Barnes,"2020-12-09",30,NL,3,305.32,101.77
4640,A,Anthony Mills,"2024-12-30",21,MX,2,321.74,160.87
4644,A,Mark Carter,"2024-03-08",31,ZA,2,244.45,122.23
4647,B,Shannon Flores,"2022-11-29",47,MX,1,147.59,147.59
4648,A,Karen Conner,"2024-01-19",24,GB,1,121.42,121.42
4650,A,Stephen Oneal,"2022-01-26",74,IN,3,597.24,199.08
4654,A,Johnathan Alvarez,"2023-02-24",54,US,1,361.44,361.44
4656,A,Matthew Taylor,"2020-01-08",46,US,2,35.74,17.87
4659,B,Erica Morales,"2022-02-07",41,NL,3,217.9,72.63
