"experiment_group","customer_id","customer_name","signup_date","device","total_transaction","total_session"
B,3441,Michael Ramos,"2025-05-29",mobile,465.66,3
A,3446,Sean Schwartz,"2024-02-04",mobile,282.37,4
A,3448,Brian Diaz,"2020-01-23",mobile,292.35,5
A,3450,Donna Rosario,"2021-05-30",mobile,104.54,3
A,3454,Matthew Lopez,"2023-05-22",mobile,79.84,4
A,3456,Jordan Cervantes,"2024-05-18",mobile,348.7,4
A,3458,Mary Wells,"2024-05-15",mobile,392.84,5
B,3463,Todd Jones,"2024-10-01",mobile,49.15,4
B,3465,Jonathan Johnson,"2023-03-01",mobile,52.91,3
B,3467,Deborah Steele MD,"2023-12-12",mobile,119.55,5
B,3475,Madison Pacheco,"2023-05-17",mobile,52.8,2
A,3482,John Briggs,"2023-11-24",mobile,178.41,5
B,3485,Jesse Gould,"2022-08-09",mobile,43.88,4
A,3490,Christina Vasquez,"2022-03-02",mobile,176.03,3
B,3491,Daniel Page,"2025-07-26",mobile,144.15,5
A,3496,Stephanie Sanchez,"2021-10-19",mobile,35.84,5
A,3500,Ashley Gallagher,"2024-03-05",mobile,93.31,3
B,3503,Kristina Sanders,"2020-03-20",mobile,81.1,3
A,3508,Ashley Brown,"2020-06-09",mobile,73.34,7
B,3509,Wanda White,"2022-08-04",mobile,11.13,2
B,3511,Andrea Snyder,"2021-07-22",mobile,278.44,3
A,3512,Brenda Gamble,"2023-03-17",mobile,235.39,6
B,3521,Kelly Good,"2021-06-26",mobile,156.8,2
A,3526,Leslie Mills,"2025-01-04",mobile,111.21,2
A,3540,Michael Kaufman,"2023-05-13",mobile,44.44,4
B,3545,Mr. Jeremy Fisher,"2024-05-21",mobile,477.86,4
A,3546,Chad Larson,"2025-07-29",mobile,269.47,5
A,3548,Jennifer Brown,"2025-07-08",mobile,90.07,2
A,3554,Crystal Grant,"2021-12-12",mobile,134.59,7
B,3555,Kyle Doyle,"2024-11-07",mobile,131.68,4
B,3563,Jordan Jordan,"2022-11-30",mobile,204.7,5
B,3567,Kimberly Hopkins,"2024-12-09",mobile,21.63,2
B,3569,Brittany Rodriguez,"2021-06-25",mobile,128.04,4
A,3570,Debra Nelson,"2020-05-08",mobile,91.97,3
B,3573,Joseph Stevens,"2020-06-25",mobile,87.31,7
A,3574,Victoria Rodriguez,"2024-05-17",mobile,160.05,2
A,3576,Courtney Murphy DDS,"2023-06-20",mobile,127.44,7
B,3577,Mr. Nicholas Jackson,"2020-06-07",mobile,69.54,3
A,3578,Alice Torres,"2020-03-23",mobile,650.53,5
A,3586,Gregory Moore,"2020-02-05",mobile,494.81,5
A,3594,Michael Chapman,"2025-08-25",mobile,57.02,3
B,3595,Deborah Horn,"2022-10-19",mobile,132.78,3
B,3597,Cynthia Jimenez,"2024-01-12",mobile,120.26,4
B,3599,Bryan Kennedy,"2021-06-22",mobile,87.77,4
A,3600,Teresa Randall,"2022-10-03",mobile,345.97,3
A,3604,Denise Rodriguez,"2024-11-23",mobile,167.51,4
B,3607,Casey Brooks,"2021-06-03",mobile,148.57,2
A,3608,Brooke Hall,"2024-08-10",mobile,70.67,5
B,3621,Ashley Chavez,"2020-08-19",mobile,51.26,5
A,3624,Nicole Ortiz,"2025-10-10",mobile,76.41,4
B,3625,Virginia Mann,"2024-02-03",mobile,136.78,3
A,3634,Joseph Gonzalez,"2025-08-30",mobile,293.93,5
A,3642,Amanda Dominguez,"2022-04-10",mobile,163.3,2
B,3643,Mark Blackwell DDS,"2024-04-21",mobile,77.85,3
B,3645,Timothy Hill,"2025-03-23",mobile,289.74,5
A,3648,Ian Johnson,"2020-08-02",mobile,441.94,8
A,3650,John Ortiz,"2024-04-10",mobile,146.72,6
B,3651,Andrew Mercado,"2025-06-04",mobile,470.4,5
A,3652,Micheal Shields,"2022-09-23",mobile,318.77,3
B,3653,Damon Edwards,"2023-05-16",mobile,96.96,4
A,3658,Samantha Thornton,"2023-10-03",mobile,18.19,4
B,3659,Wesley Allen,"2020-08-24",mobile,155.97,7
B,3663,Luis Nicholson,"2025-09-12",mobile,255.63,6
B,3665,Tyler Cooper,"2022-05-03",mobile,183.51,3
A,3666,Tammy Pacheco,"2022-09-05",mobile,124.67,7
B,3669,Dr. Ricky Carter,"2025-02-05",mobile,238.24,4
A,3672,Dana Stewart,"2022-04-03",mobile,147.54,3
B,3673,Seth Todd,"2021-12-20",mobile,142.74,3
A,3676,Elaine Garza,"2024-06-24",mobile,125.6,5
B,3677,Adam Carr,"2023-03-12",mobile,276.17,4
A,3680,Michael Patton,"2022-03-04",mobile,336.75,7
B,3683,Charles Phillips,"2022-12-16",mobile,25.1,3
A,3688,Lisa Brady,"2020-04-15",mobile,18.25,6
B,3689,Eric Vega,"2022-11-18",mobile,75.95,3
A,3690,Joshua Poole,"2023-01-02",mobile,577.43,5
B,3691,Timothy Cook,"2025-04-10",mobile,97.35,6
B,3699,Joseph Harrison,"2020-06-19",mobile,59.33,4
A,3706,Jesse Aguirre,"2025-09-27",mobile,117.54,3
A,3708,Chelsea Nguyen,"2024-05-02",mobile,711.05,3
A,3720,James Green,"2023-11-27",mobile,48.7,4
B,3721,Stephanie Garcia,"2022-07-30",mobile,97.25,3
A,3722,Dan Sanchez,"2022-12-03",mobile,55.35,5
B,3723,Laura Lozano,"2025-04-01",mobile,75.8,3
A,3732,Nathan Goodwin,"2023-04-03",mobile,221.44,3
B,3733,Mr. Timothy Arroyo DDS,"2021-01-02",mobile,439.78,7
B,3735,Julia Landry,"2020-11-02",mobile,337.48,5
A,3736,Melinda Jackson,"2021-07-22",mobile,60.77,5
A,3738,Stephanie Dennis,"2024-03-22",mobile,227.11,4
B,3741,Jessica Thomas,"2022-03-20",mobile,472.93,2
A,3744,Dennis Wolf,"2021-01-28",mobile,113.31,2
B,3745,Adam Dominguez,"2025-03-11",mobile,165.98,2
B,3749,Kylie Roberts,"2023-03-15",mobile,122.91,5
A,3750,Paul Barrera,"2022-01-10",mobile,225.95,7
A,3754,Michael Parker,"2023-07-16",mobile,386.68,6
B,3757,Paul Burgess,"2020-02-07",mobile,187.1,4
B,3763,Jason Ochoa,"2024-05-22",mobile,388.8,7
B,3767,Larry Taylor,"2021-05-29",mobile,89.21,2
B,3769,Damon Johnson,"2022-11-19",mobile,1832.66,5
A,3774,Kathy Martinez,"2023-10-04",mobile,66.63,5
B,3775,Jenny Lewis,"2025-05-16",mobile,40.69,5
B,3777,Sarah Richards,"2023-07-18",mobile,757.4,8
A,3782,Cassie White,"2025-01-14",mobile,13.68,5
B,3783,Robert Perkins,"2025-09-05",mobile,453.86,5
A,3784,James Fernandez,"2021-07-20",mobile,276.29,2
B,3787,David Smith,"2021-07-22",mobile,390.04,6
B,3793,Kimberly Moreno,"2021-07-20",mobile,229.26,6
B,3795,Victor Bates,"2021-01-11",mobile,133.95,2
A,3796,Anthony Norton,"2023-01-08",mobile,28.21,4
B,3797,Bethany Young,"2020-07-09",mobile,89.79,6
A,3800,Rachel Mendoza,"2022-01-16",mobile,370.82,4
B,3801,Ashley Cole,"2024-09-30",mobile,13.8,3
B,3811,Jason Schultz,"2025-09-22",mobile,222.51,2
A,3812,Kevin Stevens,"2021-10-18",mobile,54.87,2
B,3813,Gabriel Love,"2025-03-10",mobile,47.58,2
A,3814,William Mitchell PhD,"2021-01-18",mobile,468.15,8
A,3818,Chelsea Schwartz,"2025-10-26",mobile,41.97,4
B,3821,Kevin Calderon,"2024-06-29",mobile,443.13,5
A,3822,Raymond Brown,"2020-05-15",mobile,156.05,2
A,3824,Joshua Young,"2021-01-17",mobile,123.51,3
A,3826,Elizabeth Pham,"2021-05-26",mobile,20.17,4
B,3827,George Mcclure,"2020-12-20",mobile,10.62,2
B,3829,Jennifer Robinson,"2023-02-18",mobile,419.49,7
A,3830,Joel Anthony,"2023-07-10",mobile,175.29,2
B,3831,James Glover,"2024-07-13",mobile,85.54,2
A,3834,Charles West,"2022-02-06",mobile,466.37,4
A,3836,John Anderson,"2023-11-04",mobile,181.8,2
B,3839,Bobby Massey,"2022-04-10",mobile,495.34,6
B,3845,Alexis Johnson,"2025-06-10",mobile,675.89,6
B,3847,Anna Smith,"2023-12-17",mobile,104.04,3
B,3855,Jessica Bowers,"2021-02-03",mobile,305.86,7
A,3856,Michael Rose,"2023-09-04",mobile,135.04,3
A,3858,Deanna Howe,"2022-03-31",mobile,189.92,3
A,3862,Pamela Logan,"2023-05-23",mobile,176.11,3
A,3868,Dennis Saunders,"2025-09-13",mobile,288.38,4
B,3869,Jeffrey Estes,"2024-03-03",mobile,296.68,4
B,3871,Austin Bryant,"2023-11-05",mobile,766.48,4
A,3872,Andrew Turner,"2024-08-15",mobile,187.56,5
B,3877,John Fleming,"2024-04-09",mobile,150.65,5
B,3887,Anna Shaw,"2021-02-01",mobile,139.25,2
A,3888,Mark Morgan,"2024-01-25",mobile,186.84,4
A,3892,Anthony Peck,"2023-05-23",mobile,269.6,3
A,3896,Matthew Robinson,"2020-06-28",mobile,107.71,5
B,3899,Kenneth Lopez,"2022-04-11",mobile,252.15,6
B,3907,Dawn Stone,"2024-10-25",mobile,57.14,2
B,3909,Andre Moore,"2025-08-19",mobile,196.17,5
A,3910,Kimberly Davis,"2020-05-19",mobile,63.62,4
A,3912,Eric Robinson,"2025-10-29",mobile,479.93,4
A,3914,Linda Salinas,"2021-06-14",mobile,120.48,6
B,3923,Jose Smith,"2022-08-24",mobile,557.88,4
A,3928,Jennifer West,"2023-05-26",mobile,80.18,4
B,3931,Amanda Flores,"2024-11-13",mobile,141.24,4
B,3939,Jacob Brown,"2024-05-22",mobile,173.34,2
A,3946,Rachel Mathis,"2023-01-04",mobile,233.18,2
B,3947,Dr. Michael Smith,"2022-11-27",mobile,111.68,2
B,3951,Lisa Berg,"2020-10-28",mobile,801.79,3
B,3953,Nathan Richardson,"2021-10-16",mobile,221.95,7
A,3956,Christina Mcclain,"2024-07-04",mobile,53.09,3
A,3962,Alexandra Cobb,"2022-08-03",mobile,98.28,4
B,3963,Richard Clarke,"2022-08-15",mobile,32.47,7
A,3968,Rebecca Bright,"2022-11-09",mobile,117.81,2
B,3971,Sarah Dickerson DDS,"2024-06-01",mobile,44.22,4
B,3973,Dalton Ford,"2023-01-22",mobile,81.41,6
A,3976,Rebecca Norman,"2024-10-05",mobile,76.45,5
B,3977,Joe Byrd,"2024-03-27",mobile,137.3,6
B,3981,Dennis Martin,"2021-03-08",mobile,68.89,3
A,3982,Jennifer Sharp,"2020-06-03",mobile,65.07,3
B,3983,Bonnie Mckenzie,"2025-10-18",mobile,12.76,5
A,3988,Connor Arellano,"2022-10-03",mobile,45.88,2
B,3989,Anna Jackson,"2023-10-31",mobile,362.94,3
A,3990,John Welch,"2025-01-21",mobile,129.18,2
A,3998,Jacob Williams,"2020-11-16",mobile,463.44,3
B,4001,Tina Gardner,"2021-07-10",mobile,777.59,3
A,4004,Phillip Davis,"2025-05-29",mobile,353.68,4
A,4006,Sonia Evans,"2025-08-04",mobile,214.92,3
B,4009,Jason Malone,"2023-12-07",mobile,140.59,2
B,4011,Ryan Riley,"2022-11-12",mobile,253.76,5
B,4015,Aaron Mitchell,"2025-06-01",mobile,236.88,3
A,4024,Marisa Hogan,"2021-01-04",mobile,360.57,6
A,4026,Charles Cortez MD,"2025-04-27",mobile,136.48,2
B,4027,Lorraine Gonzalez,"2022-06-10",mobile,169.64,2
A,4028,Nicholas Lee,"2022-02-05",mobile,30.27,4
A,4032,Lawrence Lee,"2021-01-06",mobile,600.57,4
B,4035,Robert Edwards,"2020-08-21",mobile,62.75,5
B,4037,Bradley Velasquez,"2024-09-16",mobile,102.3,4
A,4042,Matthew Harris,"2023-01-22",mobile,224.0,7
B,4045,Paige Newton,"2021-10-22",mobile,357.04,2
A,4046,Christopher Williams,"2025-01-14",mobile,94.79,3
A,4052,Roger Lee,"2020-06-23",mobile,137.7,6
A,4054,Jennifer Reyes,"2024-04-11",mobile,206.19,4
B,4055,Eric Anderson,"2024-09-30",mobile,228.33,2
A,4058,Eric James,"2020-01-07",mobile,168.82,3
B,4059,Susan Bates,"2024-07-01",mobile,143.25,2
A,4062,Hailey Williams,"2020-05-23",mobile,216.05,2
A,4070,Angel Francis,"2024-03-23",mobile,186.41,2
A,4072,Larry Wilson,"2021-10-09",mobile,217.52,3
B,4073,Martha Martinez,"2021-04-04",mobile,412.56,4
A,4074,Victoria Lee,"2023-09-01",mobile,174.54,8
B,4079,James Smith,"2024-12-30",mobile,599.91,4
B,4085,Lauren Davis,"2021-04-05",mobile,300.83,3
B,4089,Michael Martinez,"2020-09-22",mobile,187.92,2
A,4100,Mathew Larson,"2024-11-06",mobile,332.09,6
A,4106,Tina Oneill,"2023-07-28",mobile,171.15,3
B,4107,Angela Oneill,"2020-10-20",mobile,46.58,5
B,4109,Cody Johnson,"2020-12-27",mobile,180.03,5
A,4112,Blake Murray,"2022-11-19",mobile,109.46,2
B,4113,Jennifer Henson,"2025-03-26",mobile,61.49,5
B,4121,Tracy Medina,"2024-10-08",mobile,38.74,3
A,4122,Tracy Lopez,"2024-08-05",mobile,313.06,3
A,4124,Amanda Meyer,"2024-07-14",mobile,118.7,6
B,4125,Tracy Zuniga,"2021-12-21",mobile,24.77,3
B,4133,Patrick Kennedy,"2022-04-11",mobile,95.62,3
B,4135,Crystal Molina,"2024-01-29",mobile,621.12,7
B,4137,Timothy Sparks,"2022-08-01",mobile,395.59,3
B,4143,Tina Smith,"2025-02-13",mobile,106.32,4
A,4146,James Allen,"2021-05-25",mobile,1101.3,4
B,4147,Teresa Welch,"2025-08-25",mobile,201.39,3
A,4150,Zachary Gordon,"2024-07-02",mobile,241.82,5
B,4151,Michael Griffith,"2021-02-24",mobile,43.08,2
A,4152,Brittany Nguyen,"2025-04-05",mobile,147.17,3
B,4153,Deborah Molina,"2023-10-20",mobile,33.32,2
A,4154,Barry Howe,"2024-09-01",mobile,93.26,3
B,4157,Desiree Leonard DVM,"2025-05-09",mobile,27.89,5
A,4158,Robin Kennedy,"2022-07-07",mobile,202.57,7
A,4162,Maria Cruz,"2023-02-09",mobile,363.37,5
B,4165,Joyce West,"2023-11-11",mobile,12.85,4
A,4166,Bryan Castro,"2024-09-02",mobile,189.11,3
B,4167,Karen Bailey,"2025-09-22",mobile,890.7,4
A,4170,Angela Gordon,"2025-09-07",mobile,100.02,4
B,4171,Benjamin George,"2025-04-09",mobile,100.42,4
B,4175,John Parker,"2020-02-04",mobile,76.28,7
A,4176,Adam Evans,"2023-03-03",mobile,55.18,4
B,4183,Michele Martin,"2023-05-28",mobile,99.09,3
B,4185,Jennifer Bailey,"2022-06-29",mobile,104.91,6
A,4192,Cheryl Manning,"2023-02-15",mobile,107.35,5
B,4193,Laura Gonzales,"2025-03-06",mobile,226.14,4
A,4196,Jessica Parks,"2024-03-30",mobile,27.47,3
B,4199,Brittney Hughes,"2020-09-22",mobile,87.59,7
B,4203,Tommy Martinez,"2022-12-28",mobile,230.32,4
A,4204,Joseph Moore,"2024-04-03",mobile,465.51,6
B,4205,Christina Sandoval,"2024-01-28",mobile,465.02,3
B,4213,Samuel Rodriguez,"2024-01-14",mobile,405.24,3
A,4226,Brandon Powell,"2025-05-19",mobile,19.35,2
A,4234,Jasmine Johnson,"2023-01-05",mobile,140.48,2
A,4238,Sandra Rowe,"2024-08-25",mobile,10.04,2
B,4243,Kimberly Vang,"2023-05-14",mobile,170.79,5
A,4248,Jonathan Spencer,"2021-12-16",mobile,680.81,4
A,4250,Barry Weber,"2021-11-25",mobile,91.34,4
A,4254,Michael Carlson,"2020-03-02",mobile,15.67,3
B,4255,Marisa Watts,"2021-08-18",mobile,89.69,2
B,4263,David Pierce,"2020-09-06",mobile,28.05,6
A,4266,Matthew Le,"2024-09-03",mobile,195.68,8
B,4269,Andrew Avery,"2020-10-08",mobile,398.73,4
A,4270,Matthew Anderson,"2022-01-22",mobile,573.06,5
A,4272,Bryan Bishop,"2023-08-29",mobile,58.31,3
A,4276,Mr. Luke Wilson,"2021-01-07",mobile,215.69,3
A,4278,Zachary Morris,"2021-12-02",mobile,153.41,2
B,4285,Jimmy Walker,"2021-03-27",mobile,335.92,4
A,4288,Brian Dunn,"2024-07-20",mobile,163.98,4
B,4291,Connie Cole,"2025-10-26",mobile,250.55,3
B,4295,John Sherman,"2025-01-22",mobile,308.44,5
A,4296,James Hodge,"2020-02-10",mobile,86.61,5
B,4315,Daniel Dixon,"2024-11-27",mobile,621.33,2
A,4320,Melissa Garza,"2021-03-18",mobile,72.52,2
A,4326,Denise Lucas,"2020-08-06",mobile,73.88,3
B,4331,Jessica Phillips,"2024-11-18",mobile,110.04,4
A,4332,Amy Byrd,"2025-03-13",mobile,809.42,5
B,4337,Jeremy Dalton,"2021-04-02",mobile,141.74,3
B,4343,Gabrielle Anthony,"2021-11-28",mobile,300.32,6
B,4347,Matthew Scott,"2022-10-18",mobile,29.6,2
A,4354,Robert Schmidt,"2020-12-30",mobile,746.52,10
B,4359,Lucas Thomas,"2020-02-23",mobile,143.25,4
A,4364,William Carpenter,"2020-02-21",mobile,223.9,4
A,4372,Penny Morris,"2025-10-16",mobile,209.57,3
B,4373,Michael Shepherd,"2023-10-05",mobile,188.67,3
A,4376,Jacqueline Goodwin,"2024-11-22",mobile,257.54,6
B,4381,Amber Thompson,"2023-10-27",mobile,196.86,7
A,4384,Cynthia Edwards,"2023-05-30",mobile,94.49,4
A,4386,Morgan Thompson,"2020-04-03",mobile,293.48,5
B,4391,Julie Thomas,"2022-06-14",mobile,297.92,3
B,4393,Shaun Smith,"2020-01-13",mobile,193.13,2
B,4395,Yvonne Lyons,"2020-01-09",mobile,438.69,5
A,4404,Courtney Jones,"2025-02-12",mobile,196.37,4
B,4407,Eric Ortiz,"2021-02-14",mobile,39.89,4
A,4410,Daniel Willis,"2025-06-08",mobile,178.69,3
A,4412,Brittany Ford,"2024-07-11",mobile,84.45,5
B,4413,William Howe,"2024-01-26",mobile,661.9,4
B,4417,Danielle Jensen,"2022-01-09",mobile,120.03,3
A,4424,Melanie Mcgee,"2021-09-07",mobile,261.85,6
A,4426,Dr. Timothy Martin,"2024-03-01",mobile,26.1,2
B,4427,Gail Santos,"2024-12-20",mobile,167.8,4
A,4436,Dr. Shannon Cohen DVM,"2024-10-22",mobile,214.5,5
B,4437,Michael Nelson,"2025-09-08",mobile,115.56,4
A,4440,Shelly Flores,"2022-05-31",mobile,56.02,4
A,4442,Joseph Jarvis,"2020-11-24",mobile,195.82,2
A,4446,Lynn Goodman,"2022-03-31",mobile,370.08,6
B,4447,Melissa Alvarez,"2021-11-22",mobile,73.61,2
B,4449,James Cervantes,"2025-09-18",mobile,327.63,2
A,4452,Shannon Walsh,"2025-03-07",mobile,241.09,3
A,4454,Jason Mann,"2022-04-28",mobile,55.38,4
A,4456,Sara Nelson,"2025-03-08",mobile,149.22,2
A,4466,Brian Jackson,"2024-01-04",mobile,91.63,6
A,4472,Brenda Holt,"2022-03-07",mobile,695.45,2
B,4473,Virginia Baker,"2024-05-08",mobile,273.09,7
B,4475,Abigail Nelson,"2025-01-13",mobile,152.75,2
A,4478,Ryan Huber,"2025-03-30",mobile,444.96,7
A,4482,Jennifer Alvarado,"2022-07-14",mobile,212.19,3
B,4483,Stacy Thompson,"2023-10-17",mobile,44.8,5
A,4486,Katherine Gardner,"2024-08-31",mobile,84.25,5
A,4488,Travis Gibson,"2021-03-16",mobile,288.43,6
A,4490,Nicole Robinson,"2025-06-19",mobile,90.07,6
B,4493,Frank Ford,"2023-03-05",mobile,360.84,7
A,4494,Corey Rivers,"2022-08-14",mobile,103.08,2
B,4495,Mr. Carlos Buckley,"2023-01-01",mobile,53.16,4
A,4496,Erin Patel,"2025-07-04",mobile,31.32,3
A,4508,Christopher Randolph,"2024-09-23",mobile,559.04,6
B,4511,Edward Lewis,"2024-08-22",mobile,65.99,2
B,4515,Jesse Gordon,"2022-10-26",mobile,828.91,5
A,4518,Shelby Byrd,"2024-08-11",mobile,90.53,2
B,4521,Julie Summers,"2020-06-09",mobile,42.06,5
B,4523,Nancy Graham,"2020-08-11",mobile,39.06,3
B,4533,Mary Turner,"2020-10-24",mobile,197.17,2
B,4535,Christopher Gillespie,"2024-06-14",mobile,335.63,4
A,4538,Andrea Bennett,"2025-02-13",mobile,138.63,4
A,4540,Jill Sweeney,"2025-10-14",mobile,109.01,6
B,4543,Tamara Lewis,"2024-03-30",mobile,82.01,2
A,4546,Hannah Ryan,"2024-01-30",mobile,504.3,4
B,4547,Jill Perry,"2020-10-05",mobile,296.62,3
A,4552,Victor Mitchell,"2021-12-31",mobile,369.93,4
B,4553,Rachel Goodman,"2022-11-28",mobile,149.56,5
A,4562,Monica Ruiz,"2020-05-02",mobile,153.87,4
B,4565,Stephen Downs,"2025-02-01",mobile,37.8,2
B,4567,Julia Sawyer,"2020-06-23",mobile,211.45,4
A,4568,Jason Edwards,"2020-08-10",mobile,306.14,4
B,4571,Joseph Allen,"2024-11-18",mobile,60.0,6
A,4574,Justin Andrews,"2020-03-19",mobile,109.94,2
A,4590,Haley Lambert,"2021-08-06",mobile,14.08,3
B,4591,Crystal Anderson,"2024-11-01",mobile,45.78,3
A,4600,Tracy Payne,"2023-08-02",mobile,209.83,5
A,4602,Amy Thornton,"2024-06-15",mobile,45.87,5
B,4605,Jennifer White,"2021-04-01",mobile,112.53,3
B,4609,Andrew Phillips,"2020-10-16",mobile,97.3,3
B,4611,Julia Dudley,"2023-12-06",mobile,289.94,4
A,4612,Melanie Farmer,"2023-05-17",mobile,335.68,2
A,4614,Wendy Miller,"2020-06-18",mobile,291.4,4
A,4626,Beth Page,"2024-05-01",mobile,179.51,3
A,4630,Brianna Davis,"2022-12-04",mobile,612.54,4
A,4632,Daniel Chan,"2022-01-15",mobile,293.09,5
B,4633,Teresa Rodriguez,"2020-07-06",mobile,200.53,4
A,4634,Jasmine Lawrence,"2023-11-16",mobile,61.54,2
A,4636,Troy Barnes,"2020-12-09",mobile,305.32,4
A,4640,Anthony Mills,"2024-12-30",mobile,321.74,2
A,4644,Mark Carter,"2024-03-08",mobile,244.45,4
B,4647,Shannon Flores,"2022-11-29",mobile,147.59,3
A,4648,Karen Conner,"2024-01-19",mobile,121.42,2
A,4650,Stephen Oneal,"2022-01-26",mobile,597.24,4
A,4654,Johnathan Alvarez,"2023-02-24",mobile,361.44,2
A,4656,Matthew Taylor,"2020-01-08",mobile,35.74,4
B,4659,Erica Morales,"2022-02-07",mobile,217.9,6
A,4668,Heather Moss,"2021-09-19",mobile,62.02,2
A,4672,Sherri Richardson,"2022-04-07",mobile,464.48,2
A,4676,Colleen Booker,"2023-04-24",mobile,97.9,5
B,4677,Anthony Butler,"2020-04-12",mobile,209.24,2
A,4678,Courtney Oconnell,"2024-06-10",mobile,17.47,2
A,4680,James Brennan,"2023-11-20",mobile,25.61,4
B,4683,Marc Nguyen,"2024-02-26",mobile,39.29,5
A,4684,David Underwood,"2023-05-29",mobile,122.29,2
B,4687,Glenn Miller,"2025-05-03",mobile,282.34,4
A,4688,Lisa Cross,"2021-11-17",mobile,108.85,3
B,4693,Robin Jennings,"2020-07-03",mobile,223.62,3
A,4698,Natalie Martin,"2023-10-25",mobile,37.8,3
B,4699,Danny Reed Jr.,"2024-08-11",mobile,176.13,5
A,4700,Sheila May,"2023-10-30",mobile,360.68,4
A,4702,Kayla Rogers MD,"2025-08-18",mobile,88.96,2
A,4704,John Harrison,"2024-08-11",mobile,117.52,3
A,4706,Richard Anderson,"2021-09-27",mobile,57.52,7
A,4710,Tonya Mcknight,"2020-12-10",mobile,136.09,4
B,4717,Krista Johnson,"2021-12-19",mobile,160.84,7
A,4720,Stacey Morales,"2023-10-08",mobile,85.69,6
A,4722,Melissa Marsh,"2023-12-26",mobile,153.92,5
B,4725,Collin Griffin,"2020-04-30",mobile,28.73,3
A,4726,Timothy Smith,"2024-01-10",mobile,276.23,6
A,4736,Mike Aguilar,"2021-06-30",mobile,24.73,6
A,4738,Ashley Douglas,"2024-02-21",mobile,104.97,6
B,4739,Paul Wheeler,"2024-04-26",mobile,71.02,3
A,4740,Isaiah Vazquez,"2020-04-22",mobile,105.24,3
A,4742,Heather Sutton,"2020-04-05",mobile,35.74,6
A,4748,Katelyn Morales,"2023-12-13",mobile,140.52,6
A,4750,Donald Booker,"2020-11-05",mobile,73.44,4
B,4751,Tamara Sutton,"2020-03-21",mobile,33.63,3
B,4757,Michelle Moreno,"2020-07-01",mobile,240.64,5
A,4760,Sheila Carroll,"2021-03-30",mobile,89.02,3
B,4763,Jake Bell,"2020-01-13",mobile,171.74,6
A,4768,Angela Butler,"2021-10-05",mobile,35.78,2
A,4770,Thomas Johnson,"2024-02-16",mobile,520.96,5
B,4777,Caleb Callahan,"2024-12-22",mobile,83.09,4
A,4782,Roger Martin,"2024-08-08",mobile,502.37,5
A,4786,Veronica Wilson,"2024-11-04",mobile,11.22,6
B,4791,Ernest Johnson,"2024-05-15",mobile,867.96,4
A,4794,Christian Gomez,"2020-03-13",mobile,333.76,4
B,4795,Kayla Walker,"2022-02-20",mobile,401.23,9
B,4799,Allison Morris,"2024-09-10",mobile,66.63,4
B,4803,Danielle Schwartz,"2022-02-06",mobile,341.8,8
A,4806,Mia Vasquez,"2021-10-24",mobile,41.67,3
B,4807,Andrew Wilson,"2022-03-17",mobile,25.74,4
A,4814,Stacy Perez,"2023-03-09",mobile,213.63,5
B,4815,Matthew Bright,"2021-12-18",mobile,102.13,2
A,4818,Charles Johnson,"2025-07-15",mobile,272.61,6
B,4819,Kelli Santos,"2023-09-01",mobile,151.66,5
A,4820,Teresa Kelly,"2022-07-07",mobile,318.01,5
B,4821,Elizabeth White,"2023-01-10",mobile,34.62,3
A,4822,Renee Mueller,"2021-02-25",mobile,463.78,4
A,4824,Emma Orr,"2020-03-13",mobile,66.41,3
B,4829,Eric Martinez,"2020-09-29",mobile,90.83,3
B,4831,William Adams,"2021-03-07",mobile,430.64,4
A,4836,Sean Hart,"2024-01-06",mobile,19.58,3
A,4838,Justin Richard,"2024-12-03",mobile,201.88,6
B,4843,Joseph Garcia,"2020-11-16",mobile,49.02,4
B,4847,Bryan White,"2022-06-19",mobile,150.16,5
B,4853,Jennifer Mcdaniel,"2023-01-17",mobile,383.42,4
A,4854,Wendy Strong,"2022-06-19",mobile,49.05,2
B,4855,Anthony Mitchell,"2023-06-21",mobile,647.81,9
A,4856,Marissa Carr,"2021-07-04",mobile,590.22,5
B,4859,Matthew Wong,"2023-07-21",mobile,321.09,3
A,4866,Michael Martin,"2022-09-27",mobile,190.94,3
B,4871,Valerie Brown,"2022-01-13",mobile,208.56,2
A,4890,Deborah Bush,"2020-03-07",mobile,527.93,7
A,4892,Brian Moore,"2025-01-02",mobile,222.65,2
A,4898,Victor Mullins,"2025-02-28",mobile,32.18,2
B,4899,Mr. Steven Parker PhD,"2021-05-09",mobile,173.08,2
A,4906,Nathaniel Sellers,"2021-05-23",mobile,186.18,3
B,4907,Matthew Contreras,"2024-02-09",mobile,352.71,6
A,4908,Clifford Watson,"2024-10-10",mobile,23.23,2
A,4920,Amanda Barnes,"2021-01-14",mobile,173.78,7
A,4926,Justin Lawson,"2022-08-29",mobile,21.64,6
B,4927,Terry Serrano,"2020-01-16",mobile,210.61,5
B,4931,Virginia Lee,"2024-10-28",mobile,174.72,3
A,4932,Michelle Nelson,"2023-04-25",mobile,187.37,4
A,4934,Christine Fox,"2022-09-27",mobile,787.02,5
A,4940,Nathan Martin,"2022-02-06",mobile,315.09,3
B,4941,Aaron Taylor,"2020-12-23",mobile,25.64,2
A,4942,Ryan Pruitt,"2023-04-05",mobile,170.09,3
B,4947,Francisco Espinoza,"2024-05-07",mobile,85.01,4
A,4948,Lindsey Wilson,"2023-01-28",mobile,104.6,3
